label,sentences
anger,i often feel bitter about things and i lack patience and tolerance
anger,i wanted to update on alaina's developmental evaluation though i've been feeling bitter that i can't really recall the few paragraphs i had written previously
anger,i'll pray for those whom i'm anger with feel bitter about are disappointed in
anger,i'm kind of feeling bitter right now so these things might be slightly biased to the current situation
anger,i feel myself becoming bitter and quite frankly pissy at the world for no good reason other then the fact that i can
anger,i feel bitter every time i have to go back to my hometown
anger,i even contemplate acting this way like an insane person when my true feelings are completely bitter right now
anger,i think our relationship consisted so much of me forgiving all the time that when it was finally over for good it was hard for me to keep forgiving over and over again while at the same time trying to validate my thoughts and feelings without becoming 'bitter' or playing the victim
anger,i remember feeling very bitter when he told me that thinking what else am i supposed to do
anger,i forced myself to put it out of my mind as it would serve no useful purpose to feel bitter
anger,i didn't feel so bitter after about an hour
anger,i swear to the heavens that i'm trying very very hard not to feel bitter about it
anger,i cant help but feel in a sense bitter sweet about the whole situation
anger,i feel like that's why the bitter feel justified in their negativity
anger,i then got in a fight with a friend about it and all i got was looking and feeling bitter
anger,i feel bitter about me being like this but then i really am not
anger,i try to manage those feelings so i don t end up bitter and slip into self loathing
anger,i'm once again feeling very bitter about being childless
anger,i feel bitter at my friends my temper flares easily
anger,i feel the bitter after taste
anger,i found myself dwelling on things a little and feeling quite bitter so i thought i should give it a go
anger,i'm actually feeling very bitter about this whole process
anger,i sat there feeling a twinge of bitter and then realized if statistics are true i am certainly not alone in my grief
anger,i was typing along filling in all the necessary information to make a clean marc record for the library online catalog i started feeling a bit of that bitter sweet melancholy with which i am sometimes afflicted when i listen to the old songs from the '5angers and '6angers
anger,i knew that if i just sat and stewed in what i was feeling i was going to allow a bitter root to grow
anger,i cannot help but feel a little bitter and little resentment toward her
anger,i was truly feeling bitter about this in the fact that i was no longer a part of what god called me to there at fellowship
anger,i sure feel like it is i think i prefer the snow to the bitter cold of january but we would all agree that this winter can be over anytime now
anger,i use to think about you guys when you guys would just randomly appear in my life or when you obnoxiously post photos of you kissing dudes or what ever on instagram i use to feel bitter and sour
anger,i used to feel so bitter what had i possibly done wrong for them to walk out of my life
anger,i feel bitter and anger
anger,i was starting to feel bitter yesterday about how out of place i feel at this school and every school event
anger,i feel a bitter sweetness
anger,i feel a bitter sweetness' 'pagetype': 'item' 'url': 'http: listen to the thunder
anger,i feel bitter
anger,i recommend this book to those who feel bitter bitteran sa buhay and who like to laugh
anger,i guess i'm feeling so bitter because this time last year we were not even thinking about the snow because we were preparing for our trip to florida
anger,i feel like it's a little bitter sweet
anger,i'm not sure how much i shared on here on how my trip to romania actually went but it left me feeling very bitter and anger
anger,i'm starting to feel like the bitter old hag hiding in the corner of the room
anger,i feel bitter i feel hatred i feel anger comfortably numb
anger,i will be honest that i'm feeling very bitter with yr intrudence into my zone and i do not appreciate it at all
anger,i should not feel the bitter i'm feeling right now should i
anger,i'm starting by writing down of the good things that happen and putting them into a jar which i can then go over whenever i'm feeling bitter
anger,i feel bitter about him having his way even though i gave it to him
anger,i do feel bitter deeply regretful and a certain amount of self loathing because of it
anger,i have friends celebrating another pregnancy for some a second third fourth and i instantly feel bitter
anger,i feel like somewhere inside i'm bitter and anger with god and it's going to come rushing out at a most inopportune moment if i don't get a handle on it soon
anger,i no longer feel bitter each experience teaches us something
anger,i feel like i 39 ve been so bitter for such a long time that it 39 s hard for me to see the good in people or why i would want to try to spend time with people in a genuine way
anger,i feel quite bitter to say goodbye i'm not saying goodbye just to a wonderful year but saying 'au revoir' to some dear friends
anger,i really wish that i could find happiness for them but if i m being honest which i vowed to be when i started this blog i only feel bitter
anger,i am feeling bitter about this but i'll get through it
anger,i want to thrash out at myself yet i can feel the bitter mist of weakness swirling at my feet
anger,i feel a bitter emptiness in the pit of my stomach tonight
anger,i'm kinda feeling bitter sweet about softball starting back
anger,i too don t really drink much of coffee but i just like the relax feeling after having a slip of it tasting how bitter yet smoothing it is
anger,i have been dealing with some emotional problems and am feeling like i'm becoming bitter about thing's and towards some people
anger,i started to feel bitter towards life outside of zambia in the more developed places
anger,i got all the way up to prayer and was still feeling pretty bitter
anger,i hope we can keep making music together forever but if it were to end for whatever reason i certainly wouldn't feel bitter or cheated just sad
anger,i have several reasons why i think going to uca is going to leave me feeling bitter unhappy and overall unfulfilled
anger,i feel bitter
anger,i will admit it i am feeling a lot bitter
anger,i knew from past experience that if i held my feelings in i'd just get more bitter and resentful toward her and i didn't want that to happen again
anger,i really am feeling bitter these days
anger,i learnt not to feel bitter anymore
anger,i feel no bitter feelings for the fans that drove me out of the fandom anymore either
anger,i tried and am still trying desperately to replace my feelings of heartache with those of nostalgia and happiness but it seems that in the moment and even now looking back all the encounters on this trip felt bitter sweet
anger,i'm feeling pretty bitter and fed up right now
anger,i feel bitter about i'm gonna let go and let god fix me
anger,i am so lonely of late and feeling bitter towards the man i once thought was the one i long to held and kissed like i am the most beautiful creature on earth
anger,i want to make sure that i am not putting too high of expectations on mike which will leave me feeling bitter and unable to enjoy the wonderful connections that we do share
anger,i don't remember how january was like last year that's why i need a real diary but this one is feeling bitter dark and boring
anger,i feel bitter
anger,i'm feeling a little bitter right now
anger,i'll let myself feel the motions cry and write and spam timelines and twitterfeeds with bitter posts because moving on for me is a process not a game of who finishes first
anger,i was feeling bitter at that point in the day
anger,i spent my day feeling bitter and burned out
anger,i had hoped and the disappointment i feel in myself is bitter
anger,i feel i deserve and i get bitter and anger when i don't get them
anger,i feel bitter when i hear of other family's and their international adoption successes
anger,i was extremely excited to be graduating but at the same time the feeling was bitter sweet
anger,i did on weekends was sleep and feel bitter about the world
anger,i am left here today still feeling bitter
anger,i feel and the faith that i find through the bitter sweet tears and the sleepless nights i used to pray he'd take it all away but instead it became a beautiful heartbreak
anger,i will be loyal to both of you but it's a transition that feels more bitter than sweet i have to say
anger,i did feel a bitter loneliness that i refused to recognize for years
anger,i feel like i keep starting over rather than seeing things through to the bitter sweet
anger,i feel a bit bitter about losing it
anger,i loved that professor i always had a soft spot for her and still wonder how she's doing sometimes where ever she is so i'm not feeling bitter as i write this just nostalgic haha and puzzled
anger,i have a feeling that as the bitter cold of the last few weeks turns to a nice steady 5anger degree rain i'll be in the mood for some new knit dresses a la a href http: www
anger,i feel bitter
anger,i don't think i did anything but feel bitter
anger,i'm feeling bitter
anger,i can't help but cheer up if i'm feeling bitter when i spot them
anger,i'm not sure if i'm more at peace with our situation or if i'm just not feeling as bitter about it but in the past five months something has changed within me
anger,i feel everything was as bitter as fab perfect detergents
anger,i even feel like i'm becoming a bitter woman on the inside even though i have no reason to be bitter
anger,i feel so bitter all the time
anger,i couldn't help but feel a little bitter when someone i know seemed to have everything going their way
anger,i feel bitter that there are still three more days until the weekend
anger,i feel that people who complain all the time are just bitter and don't appreciate anything anyone
anger,i was happy now i feel just a relief and have a bitter feeling: again i am but a healthy one nothing more
anger,i just couldn't help feeling a little bit bitter towards his great big happy grin
anger,i just cant help but feel a little bit bitter when i was working today
anger,i just cant help but feel a little bit bitter when
anger,i and the work he has done or because others also had lingering feelings of bitter betrayal after being treated roughly and rudely by him
anger,i not feel bitter
anger,i can t help but not feel bitter ya know
anger,i really do try to not feel bitter but in a world where home birth is on the rise it s hard not to
anger,i want to stop feeling so bitter amp be able to give them the finger amp walk away laughing amp not feel the slightest bit sad
anger,i do not intend to offend anyone but i feel that the conservatives are bitter because of their loss in the presidential election and the decadence of the gop
anger,i longed to feel the bitter cold bite at my cheeks and listen to the crackle of leafless branches as the wind rocked trees back and forth like keening mourners in blackened shrouds
anger,i still feel really bitter over it
anger,i just feel so bitter and like i must be horrible to be around
anger,i found myself feeling bitter
anger,i get that they're singers and that they're talented but i can't help but feel bitter over them being admitted for being celebrities
anger,i feel more and more bitter against serena after every episode
anger,i try not to feel bitter
anger,i've been feeling a bit bitter and anger about my diabetes the last couple of days
anger,i also think why i'm feeling bitter about it is because of my doctor's appointment almost 2 weeks ago now
anger,i think its just a matter of time until i cant endure this any longer those secret problems that no one knows those sad feelings those bitter memories
anger,i have been feeling bitter for the last few days
anger,i didn't want to bring up one thing the fact that i feel like our relationship is bitter sweet because i'm not sure where i will be a year from now
anger,i'm feeling the bitter now
anger,i used to be full of sunshine and positives vibes but i feel very bitter right now
anger,i'm also feeling very bitter
anger,i wasn't feeling particularly bitter on my birthday in fact i had a fantastic day
anger,i refuse to let myself feel bitter about the small sacrifices we have to make
anger,i was feeling bitter sweet
anger,i end 2angerfear2 as i ended 2angerfearfear feeling bitter sweet
anger,i feel bitter
anger,i feel like all those bitter songs are written for
anger,i understand if you re serious mad feeling bitter
anger,i'm still gonna feel the need in my bones to move and keep going and never stop and sometimes i'm still gonna feel bitter and alone and miss the way things were
anger,i can still feel that moment the bitter irony of our first hello and our last goodbye
anger,i'm feeling because then i'd be bitter
anger,i struggle so hard to let go of those feelings but it feels at times as if those that you so desperately want to stop resenting just keep giving you reason to feel bitter
anger,i feel bitter
anger,i was feeling bitter and anger for things i couldn't change and holding on to problems that i should have given to god to help me with
anger,i have full loads of classes and concerts and other activities lined up to oppress oppose the thoughts and feelings of bitter sorrow and depression
anger,i feel i am becoming more bitter and hateful yet even this only breaks through the boundary occasionally
anger,i like that feeling of bitter dispare that comes with that
anger,i'm feeling pretty bitter about the whole situation
anger,i read thousands of spoilers on facebook statuses of new movies and did i feel bitter about it
anger,i feel so bitter and feel little betrayed
anger,i'm still feeling bitter
anger,i guess i m happy that the world was spared and my family and loved ones are safe but i can t help but feel a bitter disappointment
anger,i know in my heart even when i m feeling bitter and cynical is that bad things happen for no good reason all the time
anger,i feel like an author is trying to manipulate me i'm bitter
anger,i always wondered what this day would feel like but instead of feeling bitter and scorned i actually feel liberated
anger,i feel so bitter and hateful all the time now
anger,i feel bitter yet i don't want revenge
anger,i'm the only mom that struggles with feeling bitter towards those she loves
anger,i have double x chromosome which is somehow a passport to me changing my mind every 5 minutes 2 whining has become my default setting every time something crashes with my what i believe is right and 3 i feel so bitter right now that i could probably blame anyone who gets across my way
anger,i was feeling some bitter feelings toward heavenly father because of some things that had happened and i began to remember the incredible amount of blessings that he has given me my entire life
anger,i feel the bitter taste of tears upon my tongue
anger,i can only envy and feel bitter
anger,i am feeling bitter toward a certain someone i think of j'aime's blog posting regarding john lennon and yoko ono and their last major interview together here is an excerpt that i will hold to and send out in energy to one i spent 3 years with
anger,i don't still have bad moments and even the occasional bad day but i am choosing to not let those moments hours or days when i feel bitter jealous or irritated define me as a person
anger,i feel bitter were celebrating christs birthday where our family gets together but yet my family is no where to be found
anger,i can accept it and be satisfied or i can dwell on my failings and regrets feeling bitter and depressed
anger,i know this feeling is bitter sweet for them but i also know that they can't wait for grandbabies
anger,i still feel somehow bitter and jaded i'm feeling hopeful
anger,i'll be honest i'm still feeling very very bitter about his comments about students from the other night and at times john made a couple of jokes with customers about how i being a student have all the time in the world fucking love how people love to joke about this
anger,i couldn t help but sit there feeling a little bitter about god and remembering that the catholic faith is not so open to my choice of surrogacy or even ivf really
anger,i needed some time to hit the bottom to mourn the loss of hope for this part of our journey to feel bitter and to be allowed to say why me
anger,i feel bitter
anger,i'm feeling a little bitter right now
anger,i feel bitter and depressed over my grievances from time to too too
anger,i feel bitter because this child has been through enough
anger,i feel bitter
anger,i had initial plans to study but shit happens and nobody is to be blamed even though i feel bitter and sore whenever i think of it but my plans will resume very soon
anger,i raised to obtain certain measures of my own personal worth those measures are often unachievable so when i see another girl like me and see myself in her as she achieves something i wish to achieve myself i feel bitter insecure and wish horrible things upon that girl
anger,i hear stories of betrayal breakups lies deception and the likes it sort of feels that i could become bitter or maybe that i am just more untrusting and really doubly guarded this time
anger,i began 2angerfear2 feeling bitter anger and very spiritually lethargic
anger,i can honestly say i m feeling quite bitter sweet about
anger,i feel bitter knowing that it will disappear once you meet your spouse but i think that i should world hard to make it
anger,i just feel bitter because its due to this stupid cold
anger,i would just want to hang out with just the two of us but then we end up inviting other people and i would feel bitter towards them like they just ruined everything but i would keep it to myself and just try to be nice about it
anger,i'm not feeling bitter today
anger,i am feeling bitter about this
anger,i'd include a link but i'm still feeling a little bitter about the whole thing so i'm not going to make traffic for them any easier
anger,i should in no way feel bitter or go on a life is hard because i am convert rant
anger,i don't want her name to be able to be googled so i'm not writing it here make of that what you will and i was talking about how isolating being bereaved is and how i've been feeling especially bitter lately
anger,i stop hatting myself and feeling so bitter
anger,i feel bitter knowing that it will disappear once you meet your spouse but i think that i should world hard to make it
anger,i would feel bitter enough to want to destroy what s left of my neglected city
anger,i still feel bitter about it and it's difficult for me to walk through certain parts of the hospital
anger,i feel it taste a bit bitter for the butter and alcohol
anger,i thought that the feelings of regret anger bitter sadness and depression would return that next morning but they didn't
anger,i'd like to name and shame i feel it would be absolutely beneath me and i'm going to handle my self as a lady and we all know that the one thing a lady is not is bitter
anger,i know is that at some moments i find myself feeling so bitter and anger
anger,i feel bitter but have to force myself to realize that she can't help what she did
anger,i can t help but feel that some bitter experiences went into the making
anger,i feel and the faith that i find through the bitter sweet tears and the sleepless nights through the tears and sleepless nights the grace that i began to feel was amazing when i changed my mindset
anger,i feel and the faith that i find through the bitter sweet tears and the sleepless nights
anger,i couldn t think only feel i felt my parents love and their bitter sweet joy at my marriage on the one hand happy that i found the man of my dreams and on the other hand sad that i ve grown up and will start my own family
anger,i woke up feeling rather bitter and hardened that's not the blessing wait for it
anger,i'm just over analyzing maybe i'm wrong about everything i feel but this is just the bitter truth that i've been holding in for weeks
anger,i start too feel a little bitter when a group of italy bound sisters passes by : or when i remember being the smart one in the old district and the struggling one here
anger,i feel bitter in a way i never have like the juices have been sucked from me and i m all dry pith no fun for anyone
anger,i actually feel like a dick now for being so bitter towards the people that just live for making others happy and having a good time
anger,i still feel bitter on valentine's day but that's okay
anger,i don t feel bitter or resentful towards my husband
anger,i'm feeling kind of bitter with the universe today
anger,i'm really starting to feel the bitter cold
anger,i have to admit i am feeling pretty bitter and resentful about some work issues
anger,i've been feeling really bitter towards a certain person
anger,i could feel the bitter tears lodged in the back of my throat
anger,i feel the bitter and the sweet
anger,i feel the bitter lonliness of the cold winter frost sometimes i tremble sometimes i burn sometimes i stumble sometimes i yearn sometimes i dream sometimes i feel it's getting late sometimes i surmise i must learn to rely on fate :
anger,i feel bitter
anger,i was always thinking of ezekiel and feeling extremely bitter that i had to take care of fear5 fear9 children who were not my own
anger,i feel bitter about it but i really have no right to
anger,i feel a little bitter
anger,i learn someone is pregnant i either pity her because she could have a mc like me or i feel bitter towards her because she can have children when i can t and i always resent her for reminding me of my pain
anger,i've known the feeling of a bitter or a desperate ex
anger,i still feel bitter and shitty about it
anger,i just feel bitter at all the people who played a role especially him but i know that's wrong and it keeping me from healing
anger,i just feel so bitter about certain things
anger,i feel that these people are all kind of bitter
anger,i am not used to feeling bitter or hateful or anger
anger,i just hate feeling like this and hate feeling so bitter but one day i am confident someone will come into my life and fight for me because i am worth it
anger,i feel a little bitter
anger,i can let out a sigh i feel a little less bitter towards her
anger,i feel such bitter disappointment towards the departure of a man who in hindsight didn't appear to be a great fit with this team in this time
anger,i feel and how i'm bitter and resentful of my fellow twenty somethings who can just be busy with middle class america twenty something things and that i like the rest of us continue to feel completely immersed in the going doing racing filling up every moment
anger,i feel so bitter this loneliness can kill me softly as we try to fix and put the pieces back together your lips feels nothing anymore i know that you can feel and see my heart is fill with scars and bruises
anger,i'd experience all the feelings i have been experiencing and as much as i knew i'd feel bitter anger sadness overwhelmingness fear isolation etc
anger,i feel like a bitter old hag who never wants to deal with another teenager ever again
anger,i've been feeling that bitter mix of wanderlust and trapped out in the godforsaken inland empire discontent so keenly this month
anger,i don't think i feel bitter anymore
anger,i feeling so bitter
anger,i woke up bitchy every morning sorry there just isn't another word that's appropriate feeling bitter that i had been up in the night anger that i had to wake up with the kids in the morning and feeling i had little to nothing to look forward to each day
anger,i feel pretty bitter that the story ended the way it did
anger,i was expecting to say this is a very bittersweet feeling but all i'm feeling is bitter
anger,i feel in one way that should be me and i feel quite bitter towards him even though i shouldn't
anger,i feel and i do not think it is about alan anymore because truthfully i am a bit bitter that alan never got divorced
anger,i feel particularly bitter towards the ground and transfer desk personnel but my overnight stay in naia made me learn a lot of things about myself one of which is that i really am my father s daughter
anger,i feel bitter and betrayed for all the paralyzing guilt that has been offloaded on to me by people who were supposed to teach me self acceptance self efficacy and self reliance
anger,i didn't and i wound up feeling bitter about myself: call yourself a writer
anger,i have to admit this is the first year i didn t carve a pumpkin and i feel a little bitter sweet about it
anger,i am feeling rather bitter and pretentious at present
anger,i've been feeling pretty bitter
anger,i feel so bitter at the moment that i couldn't muster the might to study even when my finals are just a week away
anger,i feel like when you don't forgive people and when you're very bitter it's not really doing anything for you
anger,i feel like when you don t forgive people and when you re very bitter it s not really doing anything for you
anger,i'm feeling a bit bitter and overwhelmed
anger,i can be able to open up with my feelings more so i won't have to hold onto them amp become bitter
anger,i get kinda snarky sometimes when i'm feeling bitter
anger,i feel bitter'
anger,i feel so bitter about all of this shit
anger,i mean i feel bitter
anger,i feel a bitter rage toward the world at large
anger,i still get long sleepless nights feeling bitter about what happened
anger,i realized i really wanted to stop feeling so bitter
anger,i don t feel bitter
anger,i know that if i get too caught up in that whole crazy carnival of circuitous thought i'm just going to wind up feeling bitter and foolish
anger,i feel bitter
anger,i feel like i'm living a bitter sweet life right now
anger,i felt hurt and lonely today i just feel bitter
anger,i have recovered from feeling bitter about this skirt i may try again in a softer fabric but i think i need to make something else first
anger,i learn to do it and i don t feel bitter about it because have you met me
anger,i prepared myself for a few weeks of sitting on the couch and watching the games on the telly i wasn't feeling at all bitter when joe phoned to say he had tickets to the victoria park opening ceremony party and tickets to the boxing if we wanted them that is
anger,i've been feeling real bitter and pissed off
anger,i am feeling much bitter than ever
anger,i actually want is to make you anger and disgusted at the way i dress so you can keep feeling bitter and looking down on people arbitrarily and so i can keep feeling awesome about my clothes
anger,i don t want to lie to you so i m admitting that i still feel slightly bitter about minho shy sunbae
anger,i love for him to go out of town and do fun things but i'm feeling bitter today and hate that feeling
anger,i find myself feeling bitter nowadays probably because of the upcoming promotional exams
anger,i'm feeling a little bitter this week especially after hearing that my ex landed himself a luxury apartment in an expensive neighbourhood when i've had to settle for something a distant throw from that description
anger,i hate feeling bitter
anger,i feel like a heretic when i bitter using simcoe as it's been hard to come by recently so i'll probably up the warrior or add magnum for a kick
anger,i'm doing emotionally at a given time but sometimes i can feel truly bitter toward him
anger,i feel so bluh and bitter afterward
anger,i was constantly thinking about others: what they were climbing how much where how often and sometimes i've been green with envy feeling bitter and defrauded of something that i felt i had the right to have
anger,i'm just feeling a bit bitter right now
anger,i admit that i am feeling pretty bitter and anger right now
anger,i feel so bitter and so anger
anger,i wanted to get a pumpkin spice latte this morning but it was hot and the last thing i wanted was a hot coffee maybe i am feeling a little bitter
anger,i feel that i really must say this bitter words no matter what
anger,i find myself questioning my existence feeling bitter towards everything
anger,i feel bitter when talking to him about mason
anger,i see and feel bitter i see others and i feel better
anger,i don t feel bitter
anger,i'm feeling bitter it's nice to have a soundtrack to match
anger,i feel and the faith that i find through the bitter sweet tears and the sleepless nights i used to pray he'd take it all away but instead it became a beautiful heartbreak
anger,i feel and the faith that i find through the bitter sweet tears and the sleepless nights
anger,i don't even know why i feel bitter for being replaced when i obviously know that the position she's in now isn't one worth pining for and isnt worth my frustrations and unjust either
anger,i still feel bitter though
anger,i feel bitter knowing that it will disappear once you meet your spouse but i think that i should world hard to make it
anger,i'm feeling a bit bitter about it
anger,i am feeling quite bitter about work and find i can hardly even think plan for these people because the thought of them puts me in a bad mood
anger,i am 23 and should not feel so bitter
anger,i'm tired of feeling bitter lord
anger,i can hear are the rustling of leaves and all i can feel is the bitter cold
anger,i feel bitter knowing that it will disappear once you meet your spouse but i think that i should world hard to make it
anger,i didn t feel bitter or jealous just smiled with the wishful thinking in the back of my mind
anger,i feel as if this character has become bitter because he has learned to expect the worst out of life
anger,i feel bitter thoughts over another's chance to golf while i can't seem to shower until nine o'clock at night
anger,i am left feeling bitter drained and resentful
anger,i'm feeling so bitter
anger,i left feeling bitter and unhappy when my cousins have achieved so much because compared key word here is compared to them i'm not as smart in some areas
anger,i am feeling absolutely bitter sweet
anger,i'm feeling bitter and cynical right now because of some of the stories i've heard the last few months about people who are either recovering from major emotional trauma or who are out there pouring the foundation for major emotional trauma
anger,i never leave feeling bitter or spend the time at the wedding feeling sorry for myself that i don t have my club jacket yet see elder oaks talk for reference
anger,i can help but feel bitter resentment when i see my less talented more attractive peers get hired for jobs i'm far more qualified for
anger,i feel bitter my heart is still just as hard as it has been all summer
anger,i am still look ing for by the way and it s feel ing kind of bitter sweet
anger,i couldn t help feeling a little bitter look at them all
anger,i can describe how i feel is to say that it is very bitter sweet
anger,i feel bitter i feel rejected i feel ignored i feel sad i feel bad i regret so many things i have done and so many more things i haven't done
anger,i feeling bitter about kim kwang soo's decision
anger,i started to feel really bitter and my thoughts turned back to lyrics
anger,i am again feeling bitter about going to work on saturdays
anger,i can feel myself becoming bitter and i hate it
anger,i feel bitter sweet about this being the final night of the final camp of the season but i am tired and i am really behind in my work at my full time job right now
anger,i still feel bitter and like things are unfair
anger,i feel bitter and anger towards my body
anger,i was tempted to feel a little bitter but then i saw this
anger,i am feeling a little bitter sweet towards this past three day weekend while it was glorious in all its laziness and work free atmosphere i shall be served in return a ten day stretch of work before another full day's break
anger,i still feel a bitter taste: interview to alfredo versace ' i still feel a bitter taste: interview to alfredo versace a href 'http: neapolitanclub
anger,i still feel a bitter taste: interview to alfredo versace fear 785 a href http: neapolitanclub
anger,i'm feeling slightly bitter
anger,i feel bitter at times
anger,i feel like i can t ever ever allow myself to be bitter or upset or anger in his presence because it annoys him and i can t be excited about something i did during the day and try to show it to minx when he gets home because it annoys him that s not gonna make me feel particularly close to him
anger,i even feel bitter and anger
anger,i'm feeling a little less bitter right now than i did last night
anger,i do feel a little bitter taste in my mouth when i think about it
anger,i used to have this life in me but i feel like it s left me now i m some kind of like fuken bitter bitch some bitch i turned into
anger,i feel bitter adoration for her she s done all of this so much better than i have
anger,i am trying not to feel bitter but how else can i feel when it seems my desire is pretty much impossible
anger,i suppose i'm only human there's always that piece of my own feelings containing a little bit of bitter a little bit of green
anger,i want to feel bitter about how hard things have been but i am often reminded that the tears have not been wasted
